Time,UT,Conditions,Comment
09:14,2013-09-24 09:14:00,PH,According to OmegaCam Zp - Paranal Observatory
22:53,2013-09-24 22:53:00,CL,- Paranal Observatory
00:24,2013-09-25 00:24:00,PH,According to OMEGACAM - Paranal Observatory
03:35,2013-09-25 03:35:00,TN,- Paranal Observatory
05:01,2013-09-25 05:01:00,TN,- Paranal Observatory
06:35,2013-09-25 06:35:00,CL,- Paranal Observatory
09:01,2013-09-25 09:01:00,CL,- Paranal Observatory
22:55,2013-09-25 22:55:00,CL,- Paranal Observatory
00:09,2013-09-26 00:09:00,PH,According to OMEGACAM - Paranal Observatory
02:56,2013-09-26 02:56:00,TK,- Paranal Observatory
04:18,2013-09-26 04:18:00,TK,- Paranal Observatory
05:14,2013-09-26 05:14:00,WI				TK,Pointing restriction to the north - Paranal Observatory
06:35,2013-09-26 06:35:00,WI				TN,Still pointing restriction to the north. - Paranal Observatory
07:46,2013-09-26 07:46:00,CL				WI,- Paranal Observatory
09:07,2013-09-26 09:07:00,WI				TN,- Paranal Observatory
22:47,2013-09-26 22:47:00,TK,- Paranal Observatory
23:20,2013-09-26 23:20:00,TN,- Paranal Observatory
23:29,2013-09-26 23:29:00,WI				TN,Pointing restriction to the north - Paranal Observatory
00:29,2013-09-27 00:29:00,WI				TK,- Paranal Observatory
02:16,2013-09-27 02:16:00,CY				WI,Telescopes closed - Paranal Observatory
06:07,2013-09-27 06:07:00,CY				WI,wind 22 m/s. Telescopes closed - Paranal Observatory
07:43,2013-09-27 07:43:00,CY				WI,Telescopes Closed - Paranal Observatory
22:44,2013-09-27 22:44:00,CL,- Paranal Observatory
00:49,2013-09-28 00:49:00,CL,According to  OMEGACAM - Paranal Observatory
04:30,2013-09-28 04:30:00,PH,Photometric according OMEGACAM - Paranal Observatory
22:54,2013-09-28 22:54:00,CL,- Paranal Observatory
00:22,2013-09-29 00:22:00,PH,Photometric according OMEGACAM - Paranal Observatory
06:15,2013-09-29 06:15:00,PH,Photometric according OMEGACAM - Paranal Observatory
22:53,2013-09-29 22:53:00,CL,- Paranal Observatory
23:53,2013-09-29 23:53:00,PH,According to  FORS ZP - Paranal Observatory
00:38,2013-09-30 00:38:00,PH,Photometric according OMEGACAM - Paranal Observatory
04:11,2013-09-30 04:11:00,PH,According to FORS ZP - Paranal Observatory
04:50,2013-09-30 04:50:00,PH,Photometric according OMEGACAM - Paranal Observatory
22:53,2013-09-30 22:53:00,CL,- Paranal Observatory
00:20,2013-10-01 00:20:00,PH,Photometric according OMEGACAM - Paranal Observatory
04:20,2013-10-01 04:20:00,PH,Photometric according OMEGACAM - Paranal Observatory
22:55,2013-10-01 22:55:00,CL,No visible clouds - Paranal Observatory
00:28,2013-10-02 00:28:00,PH,According to OmegaCam Zp. - Paranal Observatory
04:00,2013-10-02 04:00:00,PH,No changes. - Paranal Observatory
05:06,2013-10-02 05:06:00,PH,According to OmegaCam Zp. - Paranal Observatory
08:40,2013-10-02 08:40:00,PH,No visible clouds. Photometric conditions remains. - Paranal Observatory
22:50,2013-10-02 22:50:00,CL,No visible clouds. - Paranal Observatory
00:40,2013-10-03 00:40:00,CL,According to OmegaCam Zp. - Paranal Observatory
03:25,2013-10-03 03:25:00,CL,No visible clouds. - Paranal Observatory
04:58,2013-10-03 04:58:00,PH,According to OmegaCam Zp. - Paranal Observatory
08:13,2013-10-03 08:13:00,PH,No visible clouds. - Paranal Observatory
23:00,2013-10-03 23:00:00,CL,No visible clouds. - Paranal Observatory
23:56,2013-10-03 23:56:00,PH,According to FORS2 Zp. - Paranal Observatory
01:11,2013-10-04 01:11:00,PH,According to OmegaCam Zp. - Paranal Observatory
03:58,2013-10-04 03:58:00,PH,"No visible clouds, no changes. - Paranal Observatory"
05:04,2013-10-04 05:04:00,PH,According to OmegaCam Zp. - Paranal Observatory
07:40,2013-10-04 07:40:00,PH,"No visible clouds, no changes. - Paranal Observatory"
22:57,2013-10-04 22:57:00,CL,No visible clouds. - Paranal Observatory
23:41,2013-10-04 23:41:00,PH,According to FORS2 Zp. - Paranal Observatory
01:26,2013-10-05 01:26:00,CL,According to OmegaCam Zp. - Paranal Observatory
04:50,2013-10-05 04:50:00,CL,"No visible clouds, no changes. - Paranal Observatory"
05:07,2013-10-05 05:07:00,PH,According to OmegaCam Zp. - Paranal Observatory
07:45,2013-10-05 07:45:00,PH,According to OmegaCam Zp. - Paranal Observatory
09:00,2013-10-05 09:00:00,PH,"No clouds, no changes. - Paranal Observatory"
22:58,2013-10-05 22:58:00,CL,No visible clouds. - Paranal Observatory
00:00,2013-10-06 00:00:00,CL,According to OmegaCam Zp. - Paranal Observatory
01:44,2013-10-06 01:44:00,PH,According to VIMOS Zp. - Paranal Observatory
02:15,2013-10-06 02:15:00,PH,"Clean sky, no changes. - Paranal Observatory"
04:34,2013-10-06 04:34:00,PH,According to OmegaCam Zp. - Paranal Observatory
05:15,2013-10-06 05:15:00,PH,"No visible clouds, no changes. - Paranal Observatory"
08:17,2013-10-06 08:17:00,PH,"No visible clouds, no changes. - Paranal Observatory"
22:55,2013-10-06 22:55:00,CL,No visible clouds. - Paranal Observatory
00:01,2013-10-07 00:01:00,PH,According to OmegaCam Zp. - Paranal Observatory
02:52,2013-10-07 02:52:00,PH,"Clean sky, no changes. - Paranal Observatory"
05:29,2013-10-07 05:29:00,PH,According to OmegaCam Zp. - Paranal Observatory
08:13,2013-10-07 08:13:00,PH,"No visible clouds, no changes. - Paranal Observatory"
22:55,2013-10-07 22:55:00,CL,No visible clouds - Paranal Observatory
00:18,2013-10-08 00:18:00,PH,According to OCam Zp. - Paranal Observatory
02:40,2013-10-08 02:40:00,PH,"Clean sky, no changes. - Paranal Observatory"
04:36,2013-10-08 04:36:00,PH,According to OCam Zp. - Paranal Observatory
06:30,2013-10-08 06:30:00,PH,"No visible clouds, no changes. - Paranal Observatory"
08:16,2013-10-08 08:16:00,PH,No changes - Paranal Observatory
22:50,2013-10-08 22:50:00,TN,Night started with thing clouds to N and S. - Paranal Observatory
00:10,2013-10-09 00:10:00,CL,Clear skies - Paranal Observatory
02:20,2013-10-09 02:20:00,CL,Still clear but seeing and tau0 dramatically dropped last 2 hours - Paranal Observatory
04:04,2013-10-09 04:04:00,CL,"Some clouds formations seen to W not above 20 deg., so we remain clear - Paranal Observatory"
05:30,2013-10-09 05:30:00,CL,According to OMEGACAM. - Paranal Observatory
06:51,2013-10-09 06:51:00,CL				WI,"Pointing restriction to NE, windspeed ~15 m/s - Paranal Observatory"
09:21,2013-10-09 09:21:00,CL				WI,Clear according to OMEGACAM and still pointing restriction. - Paranal Observatory
22:40,2013-10-09 22:40:00,CL,Night started clear - Paranal Observatory
23:41,2013-10-09 23:41:00,TN,- Paranal Observatory
00:37,2013-10-10 00:37:00,TN,Still thin clouds coming from SW - Paranal Observatory
02:31,2013-10-10 02:31:00,TN,Still thin clouds coming from W - Paranal Observatory
05:02,2013-10-10 05:02:00,CL,Thin cloud passing from W to S below 20 deg. - Paranal Observatory
08:35,2013-10-10 08:35:00,CL,Still clear - Paranal Observatory
22:50,2013-10-10 22:50:00,TN,Night started with few thin clouds to SW. - Paranal Observatory
00:05,2013-10-11 00:05:00,PH,According to OMEGACAM - Paranal Observatory
00:30,2013-10-11 00:30:00,TN,Thing clouds above 20 deg to W and S. - Paranal Observatory
01:09,2013-10-11 01:09:00,TN,- Paranal Observatory
05:13,2013-10-11 05:13:00,CL,No clouds above 20 deg - Paranal Observatory
06:45,2013-10-11 06:45:00,CL,- Paranal Observatory
07:05,2013-10-11 07:05:00,PH,According to OMEGACAM. - Paranal Observatory
23:00,2013-10-11 23:00:00,CL,Night started clear. - Paranal Observatory
00:36,2013-10-12 00:36:00,CL,- Paranal Observatory
00:47,2013-10-12 00:47:00,PH,According to OMEGACAM. - Paranal Observatory
06:55,2013-10-12 06:55:00,CL,- Paranal Observatory
08:24,2013-10-12 08:24:00,PH,According to OMEGACAM. - Paranal Observatory
22:59,2013-10-12 22:59:00,CL,Night started clear. - Paranal Observatory
01:00,2013-10-13 01:00:00,TN,Thin clouds above 20 deg coming from the W - Paranal Observatory
03:53,2013-10-13 03:53:00,TN,Still thin clouds from W - Paranal Observatory
05:12,2013-10-13 05:12:00,TN,Still thing clouds though this time sky is more crowded - Paranal Observatory
08:44,2013-10-13 08:44:00,TK,Thick clouds coming from SE - Paranal Observatory
09:30,2013-10-13 09:30:00,TK,- Paranal Observatory
22:50,2013-10-13 22:50:00,TK,Night started with thick clouds. - Paranal Observatory
23:26,2013-10-13 23:26:00,TK,According to satellite images we expect clouds keep coming the following hours. - Paranal Observatory
00:52,2013-10-14 00:52:00,TN,- Paranal Observatory
04:12,2013-10-14 04:12:00,TN,Still thin clouds passing from W to E. - Paranal Observatory
10:18,2013-10-14 10:18:00,TK,Night ended with thin clouds. - Paranal Observatory
23:00,2013-10-14 23:00:00,CL,Night started clear with some small clouds below 20 deg to the E and S. - Paranal Observatory
00:22,2013-10-15 00:22:00,PH,According to OMEGACAM. - Paranal Observatory
03:01,2013-10-15 03:01:00,,"Conditions remain unchanged, so still PHO. - Paranal Observatory"
05:00,2013-10-15 05:00:00,PH,Photometric according to OMEGACAM - Paranal Observatory
08:38,2013-10-15 08:38:00,TN,Small thin clouds above 30 deg to the W. - Paranal Observatory
09:10,2013-10-15 09:10:00,TN,Thing clouds from W and S - Paranal Observatory
23:00,2013-10-15 23:00:00,TN,Scattered thin clouds. Also presence of thick clouds below 20 degrees. - Paranal Observatory
00:36,2013-10-16 00:36:00,TN,Thin clouds covering most of the sky. More coming from W. - Paranal Observatory
03:28,2013-10-16 03:28:00,TN,Some clouds still passing by. Sky is mostly clear towards the North. - Paranal Observatory
05:40,2013-10-16 05:40:00,TN,No changes. - Paranal Observatory
09:28,2013-10-16 09:28:00,TN,Finished the night with few thin clouds still passing by. - Paranal Observatory
23:07,2013-10-16 23:07:00,TN,Few  thin cirrus above 30 degrees towards North and East. - Paranal Observatory
00:09,2013-10-17 00:09:00,TN,Long stripes of thin clouds passing by. - Paranal Observatory
02:41,2013-10-17 02:41:00,TN,Mostly clear towards South-East. Rest of the sky: scattered thin clouds. - Paranal Observatory
04:13,2013-10-17 04:13:00,TN,"Few thin cirrus still passing by, at N and NW - Paranal Observatory"
06:00,2013-10-17 06:00:00,CL,- Paranal Observatory
08:46,2013-10-17 08:46:00,TN,Thin cirrus - Paranal Observatory
23:00,2013-10-17 23:00:00,TN,"Thin cirrus at North + Thick cirrus below 30 degrees, N and NE - Paranal Observatory"
00:15,2013-10-18 00:15:00,CL,"Clear sky mostly, and thick cirrus at 20 degrees. - Paranal Observatory"
06:00,2013-10-18 06:00:00,CL,- Paranal Observatory
23:07,2013-10-18 23:07:00,CL,"Clear, cloudless sky. - Paranal Observatory"
00:02,2013-10-19 00:02:00,PH,Photometric conditions according to OmegaCam ZP - Paranal Observatory
04:25,2013-10-19 04:25:00,PH,Photometric confirmed by OCAM ZPs at 04:25 UT - Paranal Observatory
08:45,2013-10-19 08:45:00,PH,Confirmed Photometric conditions again by OCAM at 08:40 UT - Paranal Observatory
23:03,2013-10-19 23:03:00,CL,Cloudless sky. - Paranal Observatory
23:57,2013-10-19 23:57:00,PH,Photometric according to OmegaCam ZPs - Paranal Observatory
04:59,2013-10-20 04:59:00,PH,PHOT conditions confirmed by OCAM at 04:38 UT - Paranal Observatory
08:48,2013-10-20 08:48:00,CL,According to OCAM ZPs at 08:38 UT - Paranal Observatory
22:54,2013-10-20 22:54:00,CL,Clear - Paranal Observatory
00:20,2013-10-21 00:20:00,PH,Phot conditons accroding to OCAM ZPs - Paranal Observatory
04:01,2013-10-21 04:01:00,PH,PHOT conditions confirmed by OCAM ZPs - Paranal Observatory
08:46,2013-10-21 08:46:00,PH,PHOT conditions confirmed again at 08:40 UT by OCAM ZPs - Paranal Observatory
23:12,2013-10-21 23:12:00,CL,Sky clear  Some clouds to S SW below 20 degs - Paranal Observatory
00:16,2013-10-22 00:16:00,PH,Photometric according to OmegaCAM - Paranal Observatory
02:55,2013-10-22 02:55:00,TN,"Thin cirrus passing by, covering ~ 50% of the sky. - Paranal Observatory"
04:11,2013-10-22 04:11:00,TK,Thin cirrus mixing with thick cirrus. More clouds coming from W - Paranal Observatory
05:19,2013-10-22 05:19:00,TN,"Thick cirrus are gone, but more thin can be seen coming from W - Paranal Observatory"
06:40,2013-10-22 06:40:00,CL,Clear above 30 degrees - Paranal Observatory
08:42,2013-10-22 08:42:00,TN,Few thn cirrus coming up from S - SW - Paranal Observatory
22:56,2013-10-22 22:56:00,CY,Telescopes Closed - Paranal Observatory
01:17,2013-10-23 01:17:00,CY,Telescopes Closed - Paranal Observatory
01:55,2013-10-23 01:55:00,TK,"Telescopes opening, Thick clouds to the N and W - Paranal Observatory"
03:07,2013-10-23 03:07:00,TK,- Paranal Observatory
03:32,2013-10-23 03:32:00,CY,Telescopes closed - Paranal Observatory
05:10,2013-10-23 05:10:00,TN,Telescopes opening - Paranal Observatory
06:19,2013-10-23 06:19:00,CL,- Paranal Observatory
23:09,2013-10-23 23:09:00,CL,- Paranal Observatory
00:06,2013-10-24 00:06:00,PH,Photometric according OMEGACAM - Paranal Observatory
03:25,2013-10-24 03:25:00,PH,Photometric according OMEGACAM - Paranal Observatory
03:56,2013-10-24 03:56:00,WI,pointing restriction NNE - Paranal Observatory
23:05,2013-10-24 23:05:00,TK,ThickCirrus to the E and to the N - Paranal Observatory
00:49,2013-10-25 00:49:00,TK,ThickCirrus to the SE and E - Paranal Observatory
01:08,2013-10-25 01:08:00,WI,pointing restriction - Paranal Observatory
02:04,2013-10-25 02:04:00,CL				WI,- Paranal Observatory
02:40,2013-10-25 02:40:00,CL,"no more pointing restriction, clouds at E below 30 deg - Paranal Observatory"
04:20,2013-10-25 04:20:00,PH,Photometric according OMEGACAM - Paranal Observatory
04:52,2013-10-25 04:52:00,WI,pointing restriction 23 deg - Paranal Observatory
22:50,2013-10-25 22:50:00,CL,Clear sky - Paranal Observatory
00:03,2013-10-26 00:03:00,PH,Photometric according OMEGACAM - Paranal Observatory
03:15,2013-10-26 03:15:00,PH,Photometric according OMEGACAM - Paranal Observatory
22:50,2013-10-26 22:50:00,CL,Clear Sky - Paranal Observatory
00:01,2013-10-27 00:01:00,PH,Photometric according OMEGACAM - Paranal Observatory
03:30,2013-10-27 03:30:00,PH,Photometric according OMEGACAM - Paranal Observatory
22:50,2013-10-27 22:50:00,CL,Clear Sky - Paranal Observatory
00:11,2013-10-28 00:11:00,PH,Photometric according OMEGACAM - Paranal Observatory
04:05,2013-10-28 04:05:00,PH,Photometric according OMEGACAM - Paranal Observatory
23:02,2013-10-28 23:02:00,TN,ThinCirrus - Paranal Observatory
00:06,2013-10-29 00:06:00,CL,Clear Sky - Paranal Observatory
03:40,2013-10-29 03:40:00,PH,Photometric according OMEGACAM - Paranal Observatory
23:09,2013-10-29 23:09:00,CL,Starting the night as Clear - Paranal Observatory
00:17,2013-10-30 00:17:00,CL,Confirmed by OCAM ZPs. - Paranal Observatory
23:06,2013-10-30 23:06:00,CL,Starting the night as Clear. - Paranal Observatory
23:21,2013-10-31 23:21:00,CL,Starting the night as Clear. - Paranal Observatory
00:24,2013-11-01 00:24:00,PH,According to Ocam ZPs. - Paranal Observatory
04:36,2013-11-01 04:36:00,PH,OCam ZPs confirm we are under Photometric conditions. - Paranal Observatory
23:27,2013-11-01 23:27:00,CL,Starting the night as Clear. - Paranal Observatory
02:00,2013-11-02 02:00:00,CL,Confirmed as Clear by OCam ZPs. - Paranal Observatory
23:12,2013-11-02 23:12:00,CL,Starting the night as Clear. - Paranal Observatory
09:06,2013-11-03 09:06:00,CL,Closing the night and still Clear. - Paranal Observatory
23:17,2013-11-03 23:17:00,CL,Starting the night as Clear. - Paranal Observatory
06:53,2013-11-04 06:53:00,PH,According to HAWKI zero point. - super user super user
23:15,2013-11-04 23:15:00,CL,Starting the night as Clear. - Paranal Observatory
23:15,2013-11-05 23:15:00,CL,Clear Sky. - Paranal Observatory
00:30,2013-11-06 00:30:00,PH,PHOTOMETRIC According to OMEGACAM. - Paranal Observatory
04:38,2013-11-06 04:38:00,PH,PHOTOMETRIC According to OMEGACAM - Rodrigo Romero
23:15,2013-11-06 23:15:00,CL,CLEAR SKY. - Paranal Observatory
00:40,2013-11-07 00:40:00,CL,CLEAR SKY According to OMEGACAM. - Paranal Observatory
05:50,2013-11-07 05:50:00,CL,CLEAR SKY According to OMEGACAM. - Paranal Observatory
23:15,2013-11-07 23:15:00,CL,CLEAR SKY. - Paranal Observatory
00:14,2013-11-08 00:14:00,CL,CLEAR SKY According to OMEGACAM. - Paranal Observatory
04:50,2013-11-08 04:50:00,CL,CLEAR SKY According to OMEGACAM. - Paranal Observatory
23:08,2013-11-08 23:08:00,TN,Thin Clouds over the field. - Paranal Observatory
01:30,2013-11-09 01:30:00,TN,THIN CLOUDS coming from the North and West. - Paranal Observatory
06:24,2013-11-09 06:24:00,CL,CLEAR SKY. - Paranal Observatory
23:06,2013-11-09 23:06:00,CL,CLEAR SKY. - Paranal Observatory
00:13,2013-11-10 00:13:00,TN,THIN CLOUDS. - Paranal Observatory
02:00,2013-11-10 02:00:00,CL,CLEAR SKY. - Paranal Observatory
04:51,2013-11-10 04:51:00,PH,Photometric according to OmegaCam - Paranal Observatory
06:59,2013-11-10 06:59:00,PH,Pointing Restriction Wind 360 degrees 13 m/s. - Paranal Observatory
23:17,2013-11-10 23:17:00,CL				WI,CLEAR SKY and Pointing Restriction wind 360 degrees 14m/s - Paranal Observatory
00:00,2013-11-11 00:00:00,CL,No More Pointing Restriction. - Paranal Observatory
01:28,2013-11-11 01:28:00,CL				WI,CLEAR SKY and Pointing Restriction wind 360 degrees 13m/s - Paranal Observatory
04:45,2013-11-11 04:45:00,CL,CLEAR SKY. No More Pointing Restriction. - Paranal Observatory
07:00,2013-11-11 07:00:00,CL,CLEAR SKY. - Paranal Observatory
23:15,2013-11-11 23:15:00,CL,SKY CLEAR. - Paranal Observatory
01:30,2013-11-12 01:30:00,PH,PHOTOMETRIC According to OMEGACAM. - Paranal Observatory
04:14,2013-11-12 04:14:00,PH,Photometric according to VIMOS. - Paranal Observatory
04:58,2013-11-12 04:58:00,PH,Photometric according to OmegaCam - Paranal Observatory
